treatment,subject,group,type,group1_id,group2_id,period,first,h,group_h,in_h,out_h,shp,pp,hp,transfer,ip,typep,s_a,s,s_v,s_l,mon,g_norm,other_g_norm,ls,deltah,dev,ldev,OverUnder,lOverUnder,fp,cp
2,2102,21,1,5,0,6,1,7,58,36,22,452.4,10,54.6,88.8,153.4,"1",0,0,0,0,1,7.25,7.285714,0,2,-.2857141,-.7142859,0,0,153.4,1020
2,2102,21,1,5,0,7,1,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,-2,-.5714288,-.2857141,0,0,169.8,1189.8
2,2102,21,1,5,0,8,2,5,49,27,22,558.6,14,57,88.8,159.8,"1",0,0,0,0,1,6.125,6.285714,0,0,-1.285714,-.5714288,0,0,159.8,1349.6
2,2102,21,1,5,0,9,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",0,0,0,0,1,6,6.142857,0,0,-1.142857,-1.285714,0,0,161.8,1511.4
2,2102,21,1,5,0,10,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,-1.142857,0,0,163.8,1675.2
2,2102,21,1,5,0,11,2,6,55,30,25,495,12,54,88.8,154.8,"1",5,0,0,5,1,6.875,7,0,1,-1,-1,0,0,149.8,1825
2,2102,21,1,5,0,12,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",5,0,0,5,1,5.75,5.857143,0,-1,-.8571429,-1,0,0,160.8,1985.8
2,2102,21,1,5,0,13,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",5,0,0,5,1,5.75,5.857143,0,0,-.8571429,-.8571429,0,0,160.8,2146.6
2,2102,21,1,5,0,14,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",5,0,0,5,1,5.875,6,0,0,-1,-.8571429,0,0,158.8,2305.4
2,2102,21,1,5,0,15,2,5,54,28,26,507.6,14,47,88.8,149.8,"1",10,0,0,10,1,6.75,7,0,0,-2,-1,0,0,139.8,2445.2
2,2103,21,2,0,1,1,1,4,43,30,13,593.4,16,55.2,88.8,160,"0",0,0,0,0,0,5.375,5.571429,,,-1.571429,,0,,160,160
2,2103,21,2,0,1,2,1,3,48,32,16,566.4,18,35.4,88.8,142.2,"0",0,0,0,0,0,6,6.428571,0,-1,-3.428571,-1.571429,0,0,142.2,302.2
2,2103,21,2,0,1,3,1,3,40,25,15,600,18,45,88.8,151.8,"0",0,0,0,0,0,5,5.285714,0,0,-2.285714,-3.428571,0,0,151.8,454
2,2103,21,2,0,1,4,1,2,46,28,18,579.6,20,25.2,88.8,134,"0",0,0,0,0,0,5.75,6.285714,0,-1,-4.285714,-2.285714,0,0,134,588
2,2103,21,2,0,1,5,1,4,45,27,18,585,16,52,88.8,156.8,"0",0,0,0,0,0,5.625,5.857143,0,2,-1.857143,-4.285714,0,0,156.8,744.8
2,2103,21,2,0,1,6,1,6,58,36,22,452.4,12,46.8,88.8,147.6,"0",0,0,0,0,0,7.25,7.428571,0,2,-1.428571,-1.857143,0,0,147.6,892.4
2,2103,21,2,0,1,7,1,8,44,25,19,589.6,8,107.2,88.8,204,"0",0,0,0,0,0,5.5,5.142857,0,2,2.857143,-1.428571,1,0,204,1096.4
2,2103,21,2,0,1,8,2,9,49,27,22,558.6,6,102.6,88.8,197.4,"0",0,0,0,0,0,6.125,5.714286,0,1,3.285714,2.857143,1,1,197.4,1293.8
2,2103,21,2,0,1,9,2,9,48,25,23,566.4,6,106.2,88.8,201,"0",0,0,0,0,0,6,5.571429,0,0,3.428571,3.285714,1,1,201,1494.8
2,2103,21,2,0,1,10,2,8,47,25,22,573.4,8,97.6,88.8,194.4,"1",0,11,33,33,1,5.875,5.571429,0,-1,2.428571,3.428571,1,1,161.4,1656.2
2,2103,21,2,0,1,11,2,10,55,30,25,495,4,90,88.8,182.8,"1",0,19,57,57,1,6.875,6.428571,11,2,3.571429,2.428571,1,1,125.8,1782
2,2103,21,2,0,1,12,2,8,46,25,21,579.6,8,100.8,88.8,197.6,"0",0,0,0,0,0,5.75,5.428571,19,-2,2.571429,3.571429,1,1,197.6,1979.6
2,2103,21,2,0,1,13,2,7,46,25,21,579.6,10,88.2,88.8,187,"0",0,0,0,0,0,5.75,5.571429,0,-1,1.428571,2.571429,1,1,187,2166.6
2,2103,21,2,0,1,14,2,7,47,25,22,573.4,10,85.4,88.8,184.2,"0",0,0,0,0,0,5.875,5.714286,0,0,1.285714,1.428571,1,1,184.2,2350.8
2,2103,21,2,0,1,15,2,8,54,28,26,507.6,8,75.2,88.8,172,"0",0,0,0,0,0,6.75,6.571429,0,1,1.428571,1.285714,1,1,172,2522.8
2,2104,21,2,0,3,1,1,7,43,30,13,593.4,10,96.6,88.8,195.4,"0",0,0,0,0,0,5.375,5.142857,,,1.857143,,1,,195.4,195.4
2,2104,21,2,0,3,2,1,8,48,32,16,566.4,8,94.4,88.8,191.2,"0",0,0,0,0,0,6,5.714286,0,1,2.285714,1.857143,1,1,191.2,386.6
2,2104,21,2,0,3,3,1,5,40,25,15,600,14,75,88.8,177.8,"0",0,0,0,0,0,5,5,0,-3,0,2.285714,0,1,177.8,564.4
2,2104,21,2,0,3,4,1,8,46,28,18,579.6,8,100.8,88.8,197.6,"0",0,0,0,0,0,5.75,5.428571,0,3,2.571429,0,1,0,197.6,762
2,2104,21,2,0,3,5,1,9,45,27,18,585,6,117,88.8,211.8,"1",0,12,36,36,1,5.625,5.142857,0,1,3.857143,2.571429,1,1,175.8,937.8
2,2104,21,2,0,3,6,1,10,58,36,22,452.4,4,78,88.8,170.8,"0",0,0,0,0,0,7.25,6.857143,12,1,3.142857,3.857143,1,1,170.8,1108.6
2,2104,21,2,0,3,7,1,7,44,25,19,589.6,10,93.8,88.8,192.6,"0",0,0,0,0,0,5.5,5.285714,0,-3,1.714286,3.142857,1,1,192.6,1301.2
2,2104,21,2,0,3,8,2,8,49,27,22,558.6,8,91.2,88.8,188,"1",0,6,18,18,1,6.125,5.857143,0,1,2.142857,1.714286,1,1,170,1471.2
2,2104,21,2,0,3,9,2,8,48,25,23,566.4,8,94.4,88.8,191.2,"1",0,20,60,60,1,6,5.714286,6,0,2.285714,2.142857,1,1,131.2,1602.4
2,2104,21,2,0,3,10,2,7,47,25,22,573.4,10,85.4,88.8,184.2,"0",0,0,0,0,0,5.875,5.714286,20,-1,1.285714,2.285714,1,1,184.2,1786.6
2,2104,21,2,0,3,11,2,7,55,30,25,495,10,63,88.8,161.8,"0",0,0,0,0,0,6.875,6.857143,0,0,.1428571,1.285714,1,1,161.8,1948.4
2,2104,21,2,0,3,12,2,6,46,25,21,579.6,12,75.6,88.8,176.4,"0",0,0,0,0,0,5.75,5.714286,0,-1,.2857141,.1428571,1,1,176.4,2124.8
2,2104,21,2,0,3,13,2,7,46,25,21,579.6,10,88.2,88.8,187,"0",0,0,0,0,0,5.75,5.571429,0,1,1.428571,.2857141,1,1,187,2311.8
2,2104,21,2,0,3,14,2,7,47,25,22,573.4,10,85.4,88.8,184.2,"1",0,9,27,27,1,5.875,5.714286,0,0,1.285714,1.428571,1,1,157.2,2469
2,2104,21,2,0,3,15,2,10,54,28,26,507.6,4,94,88.8,186.8,"0",0,0,0,0,0,6.75,6.285714,9,3,3.714286,1.285714,1,1,186.8,2655.8
2,2105,21,1,2,0,1,1,6,43,30,13,593.4,12,82.8,88.8,183.6,"1",0,0,0,0,1,5.375,5.285714,,,.7142859,,1,,183.6,183.6
2,2105,21,1,2,0,2,1,6,48,32,16,566.4,12,70.8,88.8,171.6,"1",0,0,0,0,1,6,6,0,0,0,.7142859,0,1,171.6,355.2
2,2105,21,1,2,0,3,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,-1,0,0,0,0,177.8,533
2,2105,21,1,2,0,4,1,5,46,28,18,579.6,14,63,88.8,165.8,"1",0,0,0,0,1,5.75,5.857143,0,0,-.8571429,0,0,0,165.8,698.8
2,2105,21,1,2,0,5,1,5,45,27,18,585,14,65,88.8,167.8,"1",3,0,0,3,1,5.625,5.714286,0,0,-.7142859,-.8571429,0,0,164.8,863.6
2,2105,21,1,2,0,6,1,5,58,36,22,452.4,14,39,88.8,141.8,"1",0,0,0,0,1,7.25,7.571429,0,0,-2.571429,-.7142859,0,0,141.8,1005.4
2,2105,21,1,2,0,7,1,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-2.571429,0,0,169.8,1175.2
2,2105,21,1,2,0,8,2,5,49,27,22,558.6,14,57,88.8,159.8,"1",2,0,0,2,1,6.125,6.285714,0,0,-1.285714,-.5714288,0,0,157.8,1333
2,2105,21,1,2,0,9,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",5,0,0,5,1,6,6.142857,0,0,-1.142857,-1.285714,0,0,156.8,1489.8
2,2105,21,1,2,0,10,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",3,0,0,3,1,5.875,6,0,0,-1,-1.142857,0,0,160.8,1650.6
2,2105,21,1,2,0,11,2,6,55,30,25,495,12,54,88.8,154.8,"1",3,0,0,3,1,6.875,7,0,1,-1,-1,0,0,151.8,1802.4
2,2105,21,1,2,0,12,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",1,0,0,1,1,5.75,5.857143,0,-1,-.8571429,-1,0,0,164.8,1967.2
2,2105,21,1,2,0,13,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",2,0,0,2,1,5.75,5.857143,0,0,-.8571429,-.8571429,0,0,163.8,2131
2,2105,21,1,2,0,14,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,-.8571429,0,0,163.8,2294.8
2,2105,21,1,2,0,15,2,8,54,28,26,507.6,8,75.2,88.8,172,"1",0,7,21,21,1,6.75,6.571429,0,3,1.428571,-1,1,0,151,2445.8
2,2106,21,1,4,0,1,1,6,43,30,13,593.4,12,82.8,88.8,183.6,"1",0,0,0,0,1,5.375,5.285714,,,.7142859,,1,,183.6,183.6
2,2106,21,1,4,0,2,1,8,48,32,16,566.4,8,94.4,88.8,191.2,"1",0,2,6,6,1,6,5.714286,0,2,2.285714,.7142859,1,1,185.2,368.8
2,2106,21,1,4,0,3,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,2,-3,0,2.285714,0,1,177.8,546.6
2,2106,21,1,4,0,4,1,7,46,28,18,579.6,10,88.2,88.8,187,"1",0,0,0,0,1,5.75,5.571429,0,2,1.428571,0,1,0,187,733.6
2,2106,21,1,4,0,5,1,5,45,27,18,585,14,65,88.8,167.8,"1",0,0,0,0,1,5.625,5.714286,0,-2,-.7142859,1.428571,0,1,167.8,901.4
2,2106,21,1,4,0,6,1,7,58,36,22,452.4,10,54.6,88.8,153.4,"1",0,0,0,0,1,7.25,7.285714,0,2,-.2857141,-.7142859,0,0,153.4,1054.8
2,2106,21,1,4,0,7,1,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,-2,-.5714288,-.2857141,0,0,169.8,1224.6
2,2106,21,1,4,0,8,2,5,49,27,22,558.6,14,57,88.8,159.8,"1",5,0,0,5,1,6.125,6.285714,0,0,-1.285714,-.5714288,0,0,154.8,1379.4
2,2106,21,1,4,0,9,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",5,0,0,5,1,6,6.142857,0,0,-1.142857,-1.285714,0,0,156.8,1536.2
2,2106,21,1,4,0,10,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",3,0,0,3,1,5.875,6,0,0,-1,-1.142857,0,0,160.8,1697
2,2106,21,1,4,0,11,2,6,55,30,25,495,12,54,88.8,154.8,"1",4,0,0,4,1,6.875,7,0,1,-1,-1,0,0,150.8,1847.8
2,2106,21,1,4,0,12,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",0,0,0,0,1,5.75,5.857143,0,-1,-.8571429,-1,0,0,165.8,2013.6
2,2106,21,1,4,0,13,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",5,0,0,5,1,5.75,5.857143,0,0,-.8571429,-.8571429,0,0,160.8,2174.4
2,2106,21,1,4,0,14,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",3,0,0,3,1,5.875,6,0,0,-1,-.8571429,0,0,160.8,2335.2
2,2106,21,1,4,0,15,2,5,54,28,26,507.6,14,47,88.8,149.8,"1",0,0,0,0,1,6.75,7,0,0,-2,-1,0,0,149.8,2485
2,2107,21,1,1,0,1,1,6,43,30,13,593.4,12,82.8,88.8,183.6,"1",0,0,0,0,1,5.375,5.285714,,,.7142859,,1,,183.6,183.6
2,2107,21,1,1,0,2,1,6,48,32,16,566.4,12,70.8,88.8,171.6,"1",0,0,0,0,1,6,6,0,0,0,.7142859,0,1,171.6,355.2
2,2107,21,1,1,0,3,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,-1,0,0,0,0,177.8,533
2,2107,21,1,1,0,4,1,6,46,28,18,579.6,12,75.6,88.8,176.4,"1",0,0,0,0,1,5.75,5.714286,0,1,.2857141,0,1,0,176.4,709.4
2,2107,21,1,1,0,5,1,5,45,27,18,585,14,65,88.8,167.8,"1",0,0,0,0,1,5.625,5.714286,0,-1,-.7142859,.2857141,0,1,167.8,877.2
2,2107,21,1,1,0,6,1,12,58,36,22,452.4,0,93.6,88.8,182.4,"1",0,5,15,15,1,7.25,6.571429,0,7,5.428571,-.7142859,1,0,167.4,1044.6
2,2107,21,1,1,0,7,1,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,5,-7,-.5714288,5.428571,0,1,169.8,1214.4
2,2107,21,1,1,0,8,2,7,49,27,22,558.6,10,79.8,88.8,178.6,"1",0,11,33,33,1,6.125,6,0,2,1,-.5714288,1,0,145.6,1360
2,2107,21,1,1,0,9,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",0,0,0,0,1,6,6.142857,11,-2,-1.142857,1,0,1,161.8,1521.8
2,2107,21,1,1,0,10,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,-1.142857,0,0,163.8,1685.6
2,2107,21,1,1,0,11,2,6,55,30,25,495,12,54,88.8,154.8,"1",2,0,0,2,1,6.875,7,0,1,-1,-1,0,0,152.8,1838.4
2,2107,21,1,1,0,12,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",2,0,0,2,1,5.75,5.857143,0,-1,-.8571429,-1,0,0,163.8,2002.2
2,2107,21,1,1,0,13,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",2,0,0,2,1,5.75,5.857143,0,0,-.8571429,-.8571429,0,0,163.8,2166
2,2107,21,1,1,0,14,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",1,0,0,1,1,5.875,6,0,0,-1,-.8571429,0,0,162.8,2328.8
2,2107,21,1,1,0,15,2,5,54,28,26,507.6,14,47,88.8,149.8,"1",3,0,0,3,1,6.75,7,0,0,-2,-1,0,0,146.8,2475.6
2,2108,21,1,3,0,1,1,6,43,30,13,593.4,12,82.8,88.8,183.6,"1",0,0,0,0,1,5.375,5.285714,,,.7142859,,1,,183.6,183.6
2,2108,21,1,3,0,2,1,6,48,32,16,566.4,12,70.8,88.8,171.6,"1",2,0,0,2,1,6,6,0,0,0,.7142859,0,1,169.6,353.2
2,2108,21,1,3,0,3,1,5,40,25,15,600,14,75,88.8,177.8,"1",0,0,0,0,1,5,5,0,-1,0,0,0,0,177.8,531
2,2108,21,1,3,0,4,1,5,46,28,18,579.6,14,63,88.8,165.8,"1",10,0,0,10,1,5.75,5.857143,0,0,-.8571429,0,0,0,155.8,686.8
2,2108,21,1,3,0,5,1,7,45,27,18,585,10,91,88.8,189.8,"1",10,1,3,13,1,5.625,5.428571,0,2,1.571429,-.8571429,1,0,176.8,863.6
2,2108,21,1,3,0,6,1,5,58,36,22,452.4,14,39,88.8,141.8,"1",5,0,0,5,1,7.25,7.571429,1,-2,-2.571429,1.571429,0,1,136.8,1000.4
2,2108,21,1,3,0,7,1,5,44,25,19,589.6,14,67,88.8,169.8,"1",0,0,0,0,1,5.5,5.571429,0,0,-.5714288,-2.571429,0,0,169.8,1170.2
2,2108,21,1,3,0,8,2,5,49,27,22,558.6,14,57,88.8,159.8,"1",10,0,0,10,1,6.125,6.285714,0,0,-1.285714,-.5714288,0,0,149.8,1320
2,2108,21,1,3,0,9,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",10,0,0,10,1,6,6.142857,0,0,-1.142857,-1.285714,0,0,151.8,1471.8
2,2108,21,1,3,0,10,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",5,0,0,5,1,5.875,6,0,0,-1,-1.142857,0,0,158.8,1630.6
2,2108,21,1,3,0,11,2,6,55,30,25,495,12,54,88.8,154.8,"1",5,0,0,5,1,6.875,7,0,1,-1,-1,0,0,149.8,1780.4
2,2108,21,1,3,0,12,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",5,0,0,5,1,5.75,5.857143,0,-1,-.8571429,-1,0,0,160.8,1941.2
2,2108,21,1,3,0,13,2,5,46,25,21,579.6,14,63,88.8,165.8,"1",0,0,0,0,1,5.75,5.857143,0,0,-.8571429,-.8571429,0,0,165.8,2107
2,2108,21,1,3,0,14,2,5,47,25,22,573.4,14,61,88.8,163.8,"1",0,0,0,0,1,5.875,6,0,0,-1,-.8571429,0,0,163.8,2270.8
2,2108,21,1,3,0,15,2,5,54,28,26,507.6,14,47,88.8,149.8,"1",0,0,0,0,1,6.75,7,0,0,-2,-1,0,0,149.8,2420.6
2,2209,22,1,3,0,1,1,4,45,24,21,585,16,52,88.8,156.8,"1",0,1,3,3,1,5.625,5.857143,,,-1.857143,,0,,153.8,153.8
2,2209,22,1,3,0,2,1,9,46,31,15,579.6,6,113.4,88.8,208.2,"1",1,16,48,49,1,5.75,5.285714,1,5,3.714286,-1.857143,1,0,159.2,313
2,2209,22,1,3,0,3,1,6,56,31,25,481.6,12,51.6,88.8,152.4,"1",22,0,0,22,1,7,7.142857,16,-3,-1.142857,3.714286,0,1,130.4,443.4
2,2209,22,1,3,0,4,1,10,56,37,19,481.6,4,86,88.8,178.8,"1",50,0,0,50,1,7,6.571429,0,4,3.428571,-1.142857,1,0,128.8,572.2
2,2209,22,1,3,0,5,1,9,61,37,24,402.6,6,59.4,88.8,154.2,"1",0,8,24,24,1,7.625,7.428571,0,-1,1.571429,3.428571,1,1,130.2,702.4
2,2209,22,1,3,0,6,1,6,49,33,16,558.6,12,68.4,88.8,169.2,"1",59,0,0,59,1,6.125,6.142857,8,-3,-.1428571,1.571429,0,1,110.2,812.6
2,2209,22,1,3,0,7,1,7,62,35,27,384.4,10,43.4,88.8,142.2,"1",15,0,0,15,1,7.75,7.857143,0,1,-.8571429,-.1428571,0,0,127.2,939.8
2,2209,22,1,3,0,8,2,8,59,36,23,436.6,8,59.2,88.8,156,"1",0,0,0,0,1,7.375,7.285714,0,1,.7142859,-.8571429,1,0,156,1095.8
2,2209,22,1,3,0,9,2,6,55,26,29,495,12,54,88.8,154.8,"1",15,0,0,15,1,6.875,7,0,-2,-1,.7142859,0,1,139.8,1235.6
2,2209,22,1,3,0,10,2,10,72,36,36,158.4,4,22,88.8,114.8,"1",5,0,0,5,1,9,8.857142,0,4,1.142858,-1,1,0,109.8,1345.4
2,2209,22,1,3,0,11,2,10,49,26,23,558.6,4,114,88.8,206.8,"1",0,28,84,84,1,6.125,5.571429,0,0,4.428571,1.142858,1,1,122.8,1468.2
2,2209,22,1,3,0,12,2,12,68,41,27,258.4,0,45.6,88.8,134.4,"1",10,13,39,49,1,8.5,8,28,2,4,4.428571,1,1,85.4,1553.6
2,2209,22,1,3,0,13,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",55,0,0,55,1,6,6.142857,13,-7,-1.142857,4,0,1,106.8,1660.4
2,2209,22,1,3,0,14,2,6,62,33,29,384.4,12,37.2,88.8,138,"1",17,0,0,17,1,7.75,8,0,1,-2,-1.142857,0,0,121,1781.4
2,2209,22,1,3,0,15,2,12,63,38,25,365.4,0,69.6,88.8,158.4,"1",47,149,447,494,1,7.875,7.285714,0,6,4.714286,-2,1,0,0,1781.4
2,2210,22,1,1,0,1,1,5,45,24,21,585,14,65,88.8,167.8,"1",0,0,0,0,1,5.625,5.714286,,,-.7142859,,0,,167.8,167.8
2,2210,22,1,1,0,2,1,5,46,31,15,579.6,14,63,88.8,165.8,"1",30,0,0,30,1,5.75,5.857143,0,0,-.8571429,-.7142859,0,0,135.8,303.6
2,2210,22,1,1,0,3,1,7,56,31,25,481.6,10,60.2,88.8,159,"1",10,0,0,10,1,7,7,0,2,0,-.8571429,0,0,149,452.6
2,2210,22,1,1,0,4,1,7,56,37,19,481.6,10,60.2,88.8,159,"1",15,0,0,15,1,7,7,0,0,0,0,0,0,144,596.6
2,2210,22,1,1,0,5,1,7,61,37,24,402.6,10,46.2,88.8,145,"1",10,0,0,10,1,7.625,7.714286,0,0,-.7142859,0,0,0,135,731.6
2,2210,22,1,1,0,6,1,7,49,33,16,558.6,10,79.8,88.8,178.6,"1",10,59,177,187,1,6.125,6,0,0,1,-.7142859,1,0,0,731.6
2,2210,22,1,1,0,7,1,7,62,35,27,384.4,10,43.4,88.8,142.2,"1",10,0,0,10,1,7.75,7.857143,59,0,-.8571429,1,0,1,132.2,863.8
2,2210,22,1,1,0,8,2,7,59,36,23,436.6,10,51.8,88.8,150.6,"1",8,0,0,8,1,7.375,7.428571,0,0,-.4285712,-.8571429,0,0,142.6,1006.4
2,2210,22,1,1,0,9,2,5,55,26,29,495,14,45,88.8,147.8,"1",10,0,0,10,1,6.875,7.142857,0,-2,-2.142857,-.4285712,0,0,137.8,1144.2
2,2210,22,1,1,0,10,2,7,72,36,36,158.4,10,15.4,88.8,114.2,"1",8,0,0,8,1,9,9.285714,0,2,-2.285714,-2.142857,0,0,106.2,1250.4
2,2210,22,1,1,0,11,2,4,49,26,23,558.6,16,45.6,88.8,150.4,"1",20,0,0,20,1,6.125,6.428571,0,-3,-2.428571,-2.285714,0,0,130.4,1380.8
2,2210,22,1,1,0,12,2,6,68,41,27,258.4,12,22.8,88.8,123.6,"1",30,0,0,30,1,8.5,8.857142,0,2,-2.857142,-2.428571,0,0,93.6,1474.4
2,2210,22,1,1,0,13,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",10,0,0,10,1,6,6.142857,0,-1,-1.142857,-2.857142,0,0,151.8,1626.2
2,2210,22,1,1,0,14,2,5,62,33,29,384.4,14,31,88.8,133.8,"1",10,0,0,10,1,7.75,8.142858,0,0,-3.142858,-1.142857,0,0,123.8,1750
2,2210,22,1,1,0,15,2,5,63,38,25,365.4,14,29,88.8,131.8,"1",20,0,0,20,1,7.875,8.285714,0,0,-3.285714,-3.142858,0,0,111.8,1861.8
2,2211,22,2,0,2,1,1,6,45,24,21,585,12,78,88.8,178.8,"0",0,0,0,0,0,5.625,5.571429,,,.4285712,,1,,178.8,178.8
2,2211,22,2,0,2,2,1,6,46,31,15,579.6,12,75.6,88.8,176.4,"1",0,8,24,24,1,5.75,5.714286,0,0,.2857141,.4285712,1,1,152.4,331.2
2,2211,22,2,0,2,3,1,12,56,31,25,481.6,0,103.2,88.8,192,"0",0,0,0,0,0,7,6.285714,8,6,5.714286,.2857141,1,1,192,523.2
2,2211,22,2,0,2,4,1,12,56,37,19,481.6,0,103.2,88.8,192,"1",0,67,201,201,1,7,6.285714,0,0,5.714286,5.714286,1,1,0,523.2
2,2211,22,2,0,2,5,1,0,61,37,24,402.6,24,0,88.8,112.8,"1",0,18,54,54,1,7.625,8.714286,67,-12,-8.714286,5.714286,0,1,58.8,582
2,2211,22,2,0,2,6,1,1,49,33,16,558.6,22,11.4,88.8,122.2,"0",0,0,0,0,0,6.125,6.857143,18,1,-5.857143,-8.714286,0,0,122.2,704.2
2,2211,22,2,0,2,7,1,12,62,35,27,384.4,0,74.4,88.8,163.2,"0",0,0,0,0,0,7.75,7.142857,0,11,4.857143,-5.857143,1,0,163.2,867.4
2,2211,22,2,0,2,8,2,12,59,36,23,436.6,0,88.8,88.8,177.6,"0",0,0,0,0,0,7.375,6.714286,0,0,5.285714,4.857143,1,1,177.6,1045
2,2211,22,2,0,2,9,2,12,55,26,29,495,0,108,88.8,196.8,"0",0,0,0,0,0,6.875,6.142857,0,0,5.857143,5.285714,1,1,196.8,1241.8
2,2211,22,2,0,2,10,2,12,72,36,36,158.4,0,26.4,88.8,115.2,"0",0,0,0,0,0,9,8.571428,0,0,3.428572,5.857143,1,1,115.2,1357
2,2211,22,2,0,2,11,2,12,49,26,23,558.6,0,136.8,88.8,225.6,"0",0,0,0,0,0,6.125,5.285714,0,0,6.714286,3.428572,1,1,225.6,1582.6
2,2211,22,2,0,2,12,2,12,68,41,27,258.4,0,45.6,88.8,134.4,"1",0,19,57,57,1,8.5,8,0,0,4,6.714286,1,1,77.4,1660
2,2211,22,2,0,2,13,2,12,48,25,23,566.4,0,141.6,88.8,230.4,"0",0,0,0,0,0,6,5.142857,19,0,6.857143,4,1,1,230.4,1890.4
2,2211,22,2,0,2,14,2,12,62,33,29,384.4,0,74.4,88.8,163.2,"0",0,0,0,0,0,7.75,7.142857,0,0,4.857143,6.857143,1,1,163.2,2053.6
2,2211,22,2,0,2,15,2,12,63,38,25,365.4,0,69.6,88.8,158.4,"0",0,0,0,0,0,7.875,7.285714,0,0,4.714286,4.857143,1,1,158.4,2212
2,2212,22,1,5,0,1,1,5,45,24,21,585,14,65,88.8,167.8,"1",0,0,0,0,1,5.625,5.714286,,,-.7142859,,0,,167.8,167.8
2,2212,22,1,5,0,2,1,5,46,31,15,579.6,14,63,88.8,165.8,"1",0,0,0,0,1,5.75,5.857143,0,0,-.8571429,-.7142859,0,0,165.8,333.6
2,2212,22,1,5,0,3,1,7,56,31,25,481.6,10,60.2,88.8,159,"1",2,0,0,2,1,7,7,0,2,0,-.8571429,0,0,157,490.6
2,2212,22,1,5,0,4,1,7,56,37,19,481.6,10,60.2,88.8,159,"1",2,0,0,2,1,7,7,0,0,0,0,0,0,157,647.6
2,2212,22,1,5,0,5,1,7,61,37,24,402.6,10,46.2,88.8,145,"1",5,0,0,5,1,7.625,7.714286,0,0,-.7142859,0,0,0,140,787.6
2,2212,22,1,5,0,6,1,7,49,33,16,558.6,10,79.8,88.8,178.6,"1",2,0,0,2,1,6.125,6,0,0,1,-.7142859,1,0,176.6,964.2
2,2212,22,1,5,0,7,1,7,62,35,27,384.4,10,43.4,88.8,142.2,"1",5,0,0,5,1,7.75,7.857143,0,0,-.8571429,1,0,1,137.2,1101.4
2,2212,22,1,5,0,8,2,7,59,36,23,436.6,10,51.8,88.8,150.6,"1",5,0,0,5,1,7.375,7.428571,0,0,-.4285712,-.8571429,0,0,145.6,1247
2,2212,22,1,5,0,9,2,5,55,26,29,495,14,45,88.8,147.8,"1",12,0,0,12,1,6.875,7.142857,0,-2,-2.142857,-.4285712,0,0,135.8,1382.8
2,2212,22,1,5,0,10,2,7,72,36,36,158.4,10,15.4,88.8,114.2,"1",7,0,0,7,1,9,9.285714,0,2,-2.285714,-2.142857,0,0,107.2,1490
2,2212,22,1,5,0,11,2,4,49,26,23,558.6,16,45.6,88.8,150.4,"1",10,0,0,10,1,6.125,6.428571,0,-3,-2.428571,-2.285714,0,0,140.4,1630.4
2,2212,22,1,5,0,12,2,6,68,41,27,258.4,12,22.8,88.8,123.6,"1",10,0,0,10,1,8.5,8.857142,0,2,-2.857142,-2.428571,0,0,113.6,1744
2,2212,22,1,5,0,13,2,5,48,25,23,566.4,14,59,88.8,161.8,"1",5,0,0,5,1,6,6.142857,0,-1,-1.142857,-2.857142,0,0,156.8,1900.8
