	Period,Sender,Receiver,Type,Points,Profit,ID,Group,TypeP,Group1_ID,Group2_ID
4,6,8,1,0,165.8,3,1,1,3,0
4,7,2,1,0,165.8,5,1,1,5,0
4,7,5,1,0,165.8,2,1,1,2,0
4,7,6,1,0,187,4,1,1,4,0
4,7,8,1,0,165.8,3,1,1,3,0
4,8,2,1,0,165.8,5,1,1,5,0
4,8,5,1,0,165.8,2,1,1,2,0
4,8,6,1,0,187,4,1,1,4,0
4,8,7,1,0,176.4,1,1,1,1,0
4,9,10,1,0,159,1,2,1,1,0
4,9,12,1,0,159,5,2,1,5,0
4,9,13,1,0,165.6,4,2,1,4,0
4,9,16,1,0,145.8,2,2,1,2,0
4,10,9,1,0,178.8,3,2,1,3,0
4,10,12,1,0,159,5,2,1,5,0
4,10,13,1,0,165.6,4,2,1,4,0
4,10,16,1,0,145.8,2,2,1,2,0
4,11,9,1,0,178.8,3,2,1,3,0
4,11,10,1,0,159,1,2,1,1,0
4,11,12,1,0,159,5,2,1,5,0
4,11,13,1,0,165.6,4,2,1,4,0
4,11,16,1,0,145.8,2,2,1,2,0
4,12,9,1,0,178.8,3,2,1,3,0
4,12,10,1,0,159,1,2,1,1,0
4,12,13,1,0,165.6,4,2,1,4,0
4,12,16,1,0,145.8,2,2,1,2,0
4,13,9,1,0,178.8,3,2,1,3,0
4,13,10,1,0,159,1,2,1,1,0
4,13,12,1,0,159,5,2,1,5,0
4,13,16,1,0,145.8,2,2,1,2,0
4,14,9,1,0,178.8,3,2,1,3,0
4,14,10,1,0,159,1,2,1,1,0
4,14,12,1,0,159,5,2,1,5,0
4,14,13,1,0,165.6,4,2,1,4,0
4,14,16,1,0,145.8,2,2,1,2,0
4,15,9,1,0,178.8,3,2,1,3,0
4,15,10,1,0,159,1,2,1,1,0
4,15,12,1,0,159,5,2,1,5,0
4,15,13,1,0,165.6,4,2,1,4,0
4,15,16,1,0,145.8,2,2,1,2,0
4,16,9,1,0,178.8,3,2,1,3,0
4,16,10,1,0,159,1,2,1,1,0
4,16,12,1,0,159,5,2,1,5,0
4,16,13,1,0,165.6,4,2,1,4,0
4,2,1,2,0,197.6,2,1,1,0,2
4,3,1,2,0,197.6,2,1,1,0,2
4,4,1,2,0,197.6,2,1,1,0,2
4,5,1,2,0,197.6,2,1,1,0,2
4,6,1,2,0,197.6,2,1,1,0,2
4,7,1,2,0,197.6,2,1,1,0,2
4,8,1,2,10,197.6,2,1,1,0,2
4,9,11,2,50,192,2,2,1,0,2
4,10,11,2,15,192,2,2,1,0,2
4,12,11,2,2,192,2,2,1,0,2
4,13,11,2,0,192,2,2,1,0,2
4,14,11,2,0,192,2,2,1,0,2
4,15,11,2,0,192,2,2,1,0,2
4,16,11,2,0,192,2,2,1,0,2
5,1,2,1,0,167.8,5,1,1,5,0
5,1,5,1,0,167.8,2,1,1,2,0
5,1,6,1,0,167.8,4,1,1,4,0
5,1,7,1,0,167.8,1,1,1,1,0
5,1,8,1,0,189.8,3,1,1,3,0
5,2,5,1,0,167.8,2,1,1,2,0
5,2,6,1,0,167.8,4,1,1,4,0
5,2,7,1,0,167.8,1,1,1,1,0
5,2,8,1,0,189.8,3,1,1,3,0
5,3,2,1,0,167.8,5,1,1,5,0
5,3,5,1,0,167.8,2,1,1,2,0
5,3,6,1,0,167.8,4,1,1,4,0
5,3,7,1,0,167.8,1,1,1,1,0
5,3,8,1,0,189.8,3,1,1,3,0
5,4,2,1,0,167.8,5,1,1,5,0
5,4,5,1,0,167.8,2,1,1,2,0
5,4,6,1,0,167.8,4,1,1,4,0
5,4,7,1,0,167.8,1,1,1,1,0
5,4,8,1,0,189.8,3,1,1,3,0
5,5,2,1,0,167.8,5,1,1,5,0
5,5,6,1,0,167.8,4,1,1,4,0
5,5,7,1,0,167.8,1,1,1,1,0
5,5,8,1,1,189.8,3,1,1,3,0
5,6,2,1,0,167.8,5,1,1,5,0
5,6,5,1,0,167.8,2,1,1,2,0
5,6,7,1,0,167.8,1,1,1,1,0
5,6,8,1,0,189.8,3,1,1,3,0
5,7,2,1,0,167.8,5,1,1,5,0
5,7,5,1,0,167.8,2,1,1,2,0
5,7,6,1,0,167.8,4,1,1,4,0
5,7,8,1,0,189.8,3,1,1,3,0
5,8,2,1,0,167.8,5,1,1,5,0
5,8,5,1,0,167.8,2,1,1,2,0
5,8,6,1,0,167.8,4,1,1,4,0
5,8,7,1,0,167.8,1,1,1,1,0
5,9,10,1,0,145,1,2,1,1,0
5,9,12,1,0,145,5,2,1,5,0
5,9,13,1,0,145,4,2,1,4,0
5,9,16,1,0,145,2,2,1,2,0
5,10,9,1,0,154.2,3,2,1,3,0
5,10,12,1,0,145,5,2,1,5,0
5,10,13,1,0,145,4,2,1,4,0
5,10,16,1,0,145,2,2,1,2,0
5,11,9,1,0,154.2,3,2,1,3,0
5,11,10,1,0,145,1,2,1,1,0
5,11,12,1,0,145,5,2,1,5,0
5,11,13,1,0,145,4,2,1,4,0
5,11,16,1,0,145,2,2,1,2,0
5,12,9,1,3,154.2,3,2,1,3,0
5,12,10,1,0,145,1,2,1,1,0
5,12,13,1,0,145,4,2,1,4,0
5,12,16,1,0,145,2,2,1,2,0
5,13,9,1,0,154.2,3,2,1,3,0
5,13,10,1,0,145,1,2,1,1,0
5,13,12,1,0,145,5,2,1,5,0
5,13,16,1,0,145,2,2,1,2,0
5,14,9,1,0,154.2,3,2,1,3,0
5,14,10,1,0,145,1,2,1,1,0
5,14,12,1,0,145,5,2,1,5,0
5,14,13,1,0,145,4,2,1,4,0
5,14,16,1,0,145,2,2,1,2,0
5,15,9,1,0,154.2,3,2,1,3,0
5,15,10,1,0,145,1,2,1,1,0
5,15,12,1,0,145,5,2,1,5,0
5,15,13,1,0,145,4,2,1,4,0
5,15,16,1,0,145,2,2,1,2,0
5,16,9,1,5,154.2,3,2,1,3,0
5,16,10,1,0,145,1,2,1,1,0
5,16,12,1,0,145,5,2,1,5,0
5,16,13,1,0,145,4,2,1,4,0
5,1,4,2,0,211.8,3,1,1,0,3
5,2,4,2,0,211.8,3,1,1,0,3
5,3,4,2,0,211.8,3,1,1,0,3
5,5,4,2,2,211.8,3,1,1,0,3
5,6,4,2,0,211.8,3,1,1,0,3
5,7,4,2,0,211.8,3,1,1,0,3
5,8,4,2,10,211.8,3,1,1,0,3
5,9,11,2,0,112.8,2,2,1,0,2
5,10,11,2,10,112.8,2,2,1,0,2
5,12,11,2,2,112.8,2,2,1,0,2
5,13,11,2,1,112.8,2,2,1,0,2
5,14,11,2,0,112.8,2,2,1,0,2
5,15,11,2,0,112.8,2,2,1,0,2
5,16,11,2,5,112.8,2,2,1,0,2
6,1,2,1,0,153.4,5,1,1,5,0
6,1,5,1,0,141.8,2,1,1,2,0
6,1,6,1,0,153.4,4,1,1,4,0
6,1,7,1,0,182.4,1,1,1,1,0
6,1,8,1,0,141.8,3,1,1,3,0
6,2,5,1,0,141.8,2,1,1,2,0
6,2,6,1,0,153.4,4,1,1,4,0
6,2,7,1,0,182.4,1,1,1,1,0
6,2,8,1,0,141.8,3,1,1,3,0
6,3,2,1,0,153.4,5,1,1,5,0
6,3,5,1,0,141.8,2,1,1,2,0
6,3,6,1,0,153.4,4,1,1,4,0
6,3,7,1,0,182.4,1,1,1,1,0
6,3,8,1,0,141.8,3,1,1,3,0
6,4,2,1,0,153.4,5,1,1,5,0
6,4,5,1,0,141.8,2,1,1,2,0
6,4,6,1,0,153.4,4,1,1,4,0
6,4,7,1,0,182.4,1,1,1,1,0
6,4,8,1,0,141.8,3,1,1,3,0
6,5,2,1,0,153.4,5,1,1,5,0
6,5,6,1,0,153.4,4,1,1,4,0
6,5,7,1,0,182.4,1,1,1,1,0
6,5,8,1,0,141.8,3,1,1,3,0
6,6,2,1,0,153.4,5,1,1,5,0
6,6,5,1,0,141.8,2,1,1,2,0
6,6,7,1,0,182.4,1,1,1,1,0
6,6,8,1,0,141.8,3,1,1,3,0
6,7,2,1,0,153.4,5,1,1,5,0
6,7,5,1,0,141.8,2,1,1,2,0
6,7,6,1,0,153.4,4,1,1,4,0
6,7,8,1,0,141.8,3,1,1,3,0
6,8,2,1,0,153.4,5,1,1,5,0
6,8,5,1,0,141.8,2,1,1,2,0
6,8,6,1,0,153.4,4,1,1,4,0
6,8,7,1,5,182.4,1,1,1,1,0
6,9,10,1,59,178.6,1,2,1,1,0
6,9,12,1,0,178.6,5,2,1,5,0
6,9,13,1,0,178.6,4,2,1,4,0
6,9,16,1,0,169.2,2,2,1,2,0
6,10,9,1,0,169.2,3,2,1,3,0
6,10,12,1,0,178.6,5,2,1,5,0
6,10,13,1,0,178.6,4,2,1,4,0
6,10,16,1,0,169.2,2,2,1,2,0
6,11,9,1,0,169.2,3,2,1,3,0
6,11,10,1,0,178.6,1,2,1,1,0
6,11,12,1,0,178.6,5,2,1,5,0
6,11,13,1,0,178.6,4,2,1,4,0
6,11,16,1,0,169.2,2,2,1,2,0
6,12,9,1,0,169.2,3,2,1,3,0
6,12,10,1,0,178.6,1,2,1,1,0
6,12,13,1,0,178.6,4,2,1,4,0
6,12,16,1,0,169.2,2,2,1,2,0
6,13,9,1,0,169.2,3,2,1,3,0
6,13,10,1,0,178.6,1,2,1,1,0
6,13,12,1,0,178.6,5,2,1,5,0
6,13,16,1,0,169.2,2,2,1,2,0
6,14,9,1,0,169.2,3,2,1,3,0
6,14,10,1,0,178.6,1,2,1,1,0
6,14,12,1,0,178.6,5,2,1,5,0
6,14,13,1,0,178.6,4,2,1,4,0
6,14,16,1,0,169.2,2,2,1,2,0
6,15,9,1,0,169.2,3,2,1,3,0
6,15,10,1,0,178.6,1,2,1,1,0
6,15,12,1,0,178.6,5,2,1,5,0
6,15,13,1,0,178.6,4,2,1,4,0
6,15,16,1,0,169.2,2,2,1,2,0
6,16,9,1,0,169.2,3,2,1,3,0
6,16,10,1,0,178.6,1,2,1,1,0
6,16,12,1,0,178.6,5,2,1,5,0
6,16,13,1,0,178.6,4,2,1,4,0
6,2,1,2,0,147.6,2,1,1,0,2
6,3,1,2,0,147.6,2,1,1,0,2
6,4,1,2,0,147.6,2,1,1,0,2
6,5,1,2,0,147.6,2,1,1,0,2
6,6,1,2,0,147.6,2,1,1,0,2
6,7,1,2,0,147.6,2,1,1,0,2
6,8,1,2,0,147.6,2,1,1,0,2
6,9,15,2,0,159.8,1,2,1,0,1
6,10,15,2,10,159.8,1,2,1,0,1
6,11,15,2,0,159.8,1,2,1,0,1
6,12,15,2,2,159.8,1,2,1,0,1
6,13,15,2,0,159.8,1,2,1,0,1
6,14,15,2,0,159.8,1,2,1,0,1
6,16,15,2,0,159.8,1,2,1,0,1
7,1,2,1,0,169.8,5,1,1,5,0
7,1,5,1,0,169.8,2,1,1,2,0
7,1,6,1,0,169.8,4,1,1,4,0
7,1,7,1,0,169.8,1,1,1,1,0
7,1,8,1,0,169.8,3,1,1,3,0
7,2,5,1,0,169.8,2,1,1,2,0
7,2,6,1,0,169.8,4,1,1,4,0
7,2,7,1,0,169.8,1,1,1,1,0
7,2,8,1,0,169.8,3,1,1,3,0
7,3,2,1,0,169.8,5,1,1,5,0
7,3,5,1,0,169.8,2,1,1,2,0
7,3,6,1,0,169.8,4,1,1,4,0
7,3,7,1,0,169.8,1,1,1,1,0
7,3,8,1,0,169.8,3,1,1,3,0
7,4,2,1,0,169.8,5,1,1,5,0
7,4,5,1,0,169.8,2,1,1,2,0
7,4,6,1,0,169.8,4,1,1,4,0
7,4,7,1,0,169.8,1,1,1,1,0
7,4,8,1,0,169.8,3,1,1,3,0
7,5,2,1,0,169.8,5,1,1,5,0
7,5,6,1,0,169.8,4,1,1,4,0
7,5,7,1,0,169.8,1,1,1,1,0
7,5,8,1,0,169.8,3,1,1,3,0
7,6,2,1,0,169.8,5,1,1,5,0
7,6,5,1,0,169.8,2,1,1,2,0
7,6,7,1,0,169.8,1,1,1,1,0
7,6,8,1,0,169.8,3,1,1,3,0
7,7,2,1,0,169.8,5,1,1,5,0
7,7,5,1,0,169.8,2,1,1,2,0
7,7,6,1,0,169.8,4,1,1,4,0
7,7,8,1,0,169.8,3,1,1,3,0
7,8,2,1,0,169.8,5,1,1,5,0
7,8,5,1,0,169.8,2,1,1,2,0
7,8,6,1,0,169.8,4,1,1,4,0
7,8,7,1,0,169.8,1,1,1,1,0
7,9,10,1,0,142.2,1,2,1,1,0
7,9,12,1,0,142.2,5,2,1,5,0
7,9,13,1,0,142.2,4,2,1,4,0
7,9,16,1,0,142.2,2,2,1,2,0
7,10,9,1,0,142.2,3,2,1,3,0
7,10,12,1,0,142.2,5,2,1,5,0
7,10,13,1,0,142.2,4,2,1,4,0
7,10,16,1,0,142.2,2,2,1,2,0
7,11,9,1,0,142.2,3,2,1,3,0
7,11,10,1,0,142.2,1,2,1,1,0
7,11,12,1,0,142.2,5,2,1,5,0
7,11,13,1,0,142.2,4,2,1,4,0
7,11,16,1,0,142.2,2,2,1,2,0
7,12,9,1,0,142.2,3,2,1,3,0
7,12,10,1,0,142.2,1,2,1,1,0
7,12,13,1,0,142.2,4,2,1,4,0
7,12,16,1,0,142.2,2,2,1,2,0
7,13,9,1,0,142.2,3,2,1,3,0
7,13,10,1,0,142.2,1,2,1,1,0
7,13,12,1,0,142.2,5,2,1,5,0
7,13,16,1,0,142.2,2,2,1,2,0
7,14,9,1,0,142.2,3,2,1,3,0
7,14,10,1,0,142.2,1,2,1,1,0
7,14,12,1,0,142.2,5,2,1,5,0
7,14,13,1,0,142.2,4,2,1,4,0
