Treatment,Period,Subject,Group,Profit,TotalProfit,Type,Group1_ID,Group2_ID,Investment,sumInvestment,sumInvestmentGroup1,sumInvestmentGroup2,Profit1_Public_Total,Profit1_Private,Profit1_Public,Fixed,Profit1,TypeP,Assigned,ReceivedPoints,Received,Reduction,Profit2
PARTIAL,11,11,2,225.6,1582.6,2,0,2,12,49,26,23,558.6,0,136.8,88.8,225.6,0,0,0,0,0,225.6
PARTIAL,11,12,2,140.4,1630.4,1,5,0,4,49,26,23,558.6,16,45.6,88.8,150.4,1,10,0,0,10,140.4
PARTIAL,11,13,2,150.4,1670.2,1,4,0,4,49,26,23,558.6,16,45.6,88.8,150.4,1,0,0,0,0,150.4
PARTIAL,11,14,2,103.2,1497.6,2,0,3,6,49,26,23,558.6,12,68.4,88.8,169.2,1,0,22,66,66,103.2
PARTIAL,11,15,2,159.8,1389.4,2,0,1,5,49,26,23,558.6,14,57,88.8,159.8,0,0,0,0,0,159.8
PARTIAL,11,16,2,130.4,1578.6,1,2,0,4,49,26,23,558.6,16,45.6,88.8,150.4,1,20,0,0,20,130.4
PARTIAL,12,1,1,148,1975.8,2,0,2,7,46,25,21,579.6,10,88.2,88.8,187,1,0,13,39,39,148
PARTIAL,12,2,1,160.8,1985.8,1,5,0,5,46,25,21,579.6,14,63,88.8,165.8,1,5,0,0,5,160.8
PARTIAL,12,3,1,197.6,1979.6,2,0,1,8,46,25,21,579.6,8,100.8,88.8,197.6,0,0,0,0,0,197.6
PARTIAL,12,4,1,176.4,2124.8,2,0,3,6,46,25,21,579.6,12,75.6,88.8,176.4,0,0,0,0,0,176.4
PARTIAL,12,5,1,164.8,1967.2,1,2,0,5,46,25,21,579.6,14,63,88.8,165.8,1,1,0,0,1,164.8
PARTIAL,12,6,1,165.8,2013.6,1,4,0,5,46,25,21,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,12,7,1,163.8,2002.2,1,1,0,5,46,25,21,579.6,14,63,88.8,165.8,1,2,0,0,2,163.8
PARTIAL,12,8,1,160.8,1941.2,1,3,0,5,46,25,21,579.6,14,63,88.8,165.8,1,5,0,0,5,160.8
PARTIAL,12,9,2,85.4,1553.6,1,3,0,12,68,41,27,258.4,0,45.6,88.8,134.4,1,10,13,39,49,85.4
PARTIAL,12,10,2,93.6,1474.4,1,1,0,6,68,41,27,258.4,12,22.8,88.8,123.6,1,30,0,0,30,93.6
PARTIAL,12,11,2,77.4,1660,2,0,2,12,68,41,27,258.4,0,45.6,88.8,134.4,1,0,19,57,57,77.4
PARTIAL,12,12,2,113.6,1744,1,5,0,6,68,41,27,258.4,12,22.8,88.8,123.6,1,10,0,0,10,113.6
PARTIAL,12,13,2,76.8,1747,1,4,0,10,68,41,27,258.4,4,38,88.8,130.8,1,0,18,54,54,76.8
PARTIAL,12,14,2,130.8,1628.4,2,0,3,10,68,41,27,258.4,4,38,88.8,130.8,0,0,0,0,0,130.8
PARTIAL,12,15,2,121.8,1511.2,2,0,1,5,68,41,27,258.4,14,19,88.8,121.8,0,0,0,0,0,121.8
PARTIAL,12,16,2,125.4,1704,1,2,0,7,68,41,27,258.4,10,26.6,88.8,125.4,1,0,0,0,0,125.4
PARTIAL,13,1,1,145,2120.8,2,0,2,7,46,25,21,579.6,10,88.2,88.8,187,1,0,14,42,42,145
PARTIAL,13,2,1,160.8,2146.6,1,5,0,5,46,25,21,579.6,14,63,88.8,165.8,1,5,0,0,5,160.8
PARTIAL,13,3,1,187,2166.6,2,0,1,7,46,25,21,579.6,10,88.2,88.8,187,0,0,0,0,0,187
PARTIAL,13,4,1,187,2311.8,2,0,3,7,46,25,21,579.6,10,88.2,88.8,187,0,0,0,0,0,187
PARTIAL,13,5,1,163.8,2131,1,2,0,5,46,25,21,579.6,14,63,88.8,165.8,1,2,0,0,2,163.8
PARTIAL,13,6,1,160.8,2174.4,1,4,0,5,46,25,21,579.6,14,63,88.8,165.8,1,5,0,0,5,160.8
PARTIAL,13,7,1,163.8,2166,1,1,0,5,46,25,21,579.6,14,63,88.8,165.8,1,2,0,0,2,163.8
PARTIAL,13,8,1,165.8,2107,1,3,0,5,46,25,21,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,13,9,2,106.8,1660.4,1,3,0,5,48,25,23,566.4,14,59,88.8,161.8,1,55,0,0,55,106.8
PARTIAL,13,10,2,151.8,1626.2,1,1,0,5,48,25,23,566.4,14,59,88.8,161.8,1,10,0,0,10,151.8
PARTIAL,13,11,2,230.4,1890.4,2,0,2,12,48,25,23,566.4,0,141.6,88.8,230.4,0,0,0,0,0,230.4
PARTIAL,13,12,2,156.8,1900.8,1,5,0,5,48,25,23,566.4,14,59,88.8,161.8,1,5,0,0,5,156.8
PARTIAL,13,13,2,161.8,1908.8,1,4,0,5,48,25,23,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
PARTIAL,13,14,2,123.6,1752,2,0,3,6,48,25,23,566.4,12,70.8,88.8,171.6,1,0,16,48,48,123.6
PARTIAL,13,15,2,161.8,1673,2,0,1,5,48,25,23,566.4,14,59,88.8,161.8,0,0,0,0,0,161.8
PARTIAL,13,16,2,0,1704,1,2,0,5,48,25,23,566.4,14,59,88.8,161.8,1,0,54,162,162,-0.2
PARTIAL,14,1,1,194.4,2315.2,2,0,2,8,47,25,22,573.4,8,97.6,88.8,194.4,0,0,0,0,0,194.4
PARTIAL,14,2,1,158.8,2305.4,1,5,0,5,47,25,22,573.4,14,61,88.8,163.8,1,5,0,0,5,158.8
PARTIAL,14,3,1,184.2,2350.8,2,0,1,7,47,25,22,573.4,10,85.4,88.8,184.2,0,0,0,0,0,184.2
PARTIAL,14,4,1,157.2,2469,2,0,3,7,47,25,22,573.4,10,85.4,88.8,184.2,1,0,9,27,27,157.2
PARTIAL,14,5,1,163.8,2294.8,1,2,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
PARTIAL,14,6,1,160.8,2335.2,1,4,0,5,47,25,22,573.4,14,61,88.8,163.8,1,3,0,0,3,160.8
PARTIAL,14,7,1,162.8,2328.8,1,1,0,5,47,25,22,573.4,14,61,88.8,163.8,1,1,0,0,1,162.8
PARTIAL,14,8,1,163.8,2270.8,1,3,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
PARTIAL,14,9,2,121,1781.4,1,3,0,6,62,33,29,384.4,12,37.2,88.8,138,1,17,0,0,17,121
PARTIAL,14,10,2,123.8,1750,1,1,0,5,62,33,29,384.4,14,31,88.8,133.8,1,10,0,0,10,123.8
PARTIAL,14,11,2,163.2,2053.6,2,0,2,12,62,33,29,384.4,0,74.4,88.8,163.2,0,0,0,0,0,163.2
PARTIAL,14,12,2,103.8,2004.6,1,5,0,5,62,33,29,384.4,14,31,88.8,133.8,1,30,0,0,30,103.8
PARTIAL,14,13,2,132.8,2041.6,1,4,0,5,62,33,29,384.4,14,31,88.8,133.8,1,1,0,0,1,132.8
PARTIAL,14,14,2,163.2,1915.2,2,0,3,12,62,33,29,384.4,0,74.4,88.8,163.2,0,0,0,0,0,163.2
PARTIAL,14,15,2,133.8,1806.8,2,0,1,5,62,33,29,384.4,14,31,88.8,133.8,1,0,0,0,0,133.8
PARTIAL,14,16,2,0,1704,1,2,0,12,62,33,29,384.4,0,74.4,88.8,163.2,1,0,58,174,174,-10.8
PARTIAL,15,1,1,154,2469.2,2,0,2,8,54,28,26,507.6,8,75.2,88.8,172,1,0,6,18,18,154
PARTIAL,15,2,1,139.8,2445.2,1,5,0,5,54,28,26,507.6,14,47,88.8,149.8,1,10,0,0,10,139.8
PARTIAL,15,3,1,172,2522.8,2,0,1,8,54,28,26,507.6,8,75.2,88.8,172,0,0,0,0,0,172
PARTIAL,15,4,1,186.8,2655.8,2,0,3,10,54,28,26,507.6,4,94,88.8,186.8,0,0,0,0,0,186.8
PARTIAL,15,5,1,151,2445.8,1,2,0,8,54,28,26,507.6,8,75.2,88.8,172,1,0,7,21,21,151
PARTIAL,15,6,1,149.8,2485,1,4,0,5,54,28,26,507.6,14,47,88.8,149.8,1,0,0,0,0,149.8
PARTIAL,15,7,1,146.8,2475.6,1,1,0,5,54,28,26,507.6,14,47,88.8,149.8,1,3,0,0,3,146.8
PARTIAL,15,8,1,149.8,2420.6,1,3,0,5,54,28,26,507.6,14,47,88.8,149.8,1,0,0,0,0,149.8
PARTIAL,15,9,2,0,1781.4,1,3,0,12,63,38,25,365.4,0,69.6,88.8,158.4,1,47,149,447,494,-335.6
PARTIAL,15,10,2,111.8,1861.8,1,1,0,5,63,38,25,365.4,14,29,88.8,131.8,1,20,0,0,20,111.8
PARTIAL,15,11,2,158.4,2212,2,0,2,12,63,38,25,365.4,0,69.6,88.8,158.4,0,0,0,0,0,158.4
PARTIAL,15,12,2,139.4,2144,1,5,0,7,63,38,25,365.4,10,40.6,88.8,139.4,1,0,0,0,0,139.4
PARTIAL,15,13,2,139.4,2181,1,4,0,7,63,38,25,365.4,10,40.6,88.8,139.4,1,0,0,0,0,139.4
PARTIAL,15,14,2,131.8,2047,2,0,3,5,63,38,25,365.4,14,29,88.8,131.8,0,0,0,0,0,131.8
PARTIAL,15,15,2,113.2,1920,2,0,1,8,63,38,25,365.4,8,46.4,88.8,143.2,1,0,10,30,30,113.2
PARTIAL,15,16,2,0,1704,1,2,0,7,63,38,25,365.4,10,40.6,88.8,139.4,1,139,47,141,280,-140.6
PARTIAL,1,1,3,219,219,2,0,2,9,43,26,17,593.4,6,124.2,88.8,219,0,0,0,0,0,219
PARTIAL,1,2,3,189.2,189.2,2,0,1,8,43,26,17,593.4,8,110.4,88.8,207.2,1,0,6,18,18,189.2
PARTIAL,1,3,3,167.8,167.8,1,4,0,5,43,26,17,593.4,14,69,88.8,171.8,1,4,0,0,4,167.8
PARTIAL,1,4,3,112.8,112.8,2,0,3,0,43,26,17,593.4,24,0,88.8,112.8,0,0,0,0,0,112.8
PARTIAL,1,5,3,180.6,180.6,1,5,0,6,43,26,17,593.4,12,82.8,88.8,183.6,1,0,1,3,3,180.6
PARTIAL,1,6,3,171.8,171.8,1,2,0,5,43,26,17,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
PARTIAL,1,7,3,168.8,168.8,1,3,0,5,43,26,17,593.4,14,69,88.8,171.8,1,3,0,0,3,168.8
PARTIAL,1,8,3,171.8,171.8,1,1,0,5,43,26,17,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
PARTIAL,1,9,4,155.2,155.2,1,1,0,4,46,21,25,579.6,16,50.4,88.8,155.2,1,0,0,0,0,155.2
PARTIAL,1,10,4,155.2,155.2,1,4,0,4,46,21,25,579.6,16,50.4,88.8,155.2,1,0,0,0,0,155.2
PARTIAL,1,11,4,176.4,176.4,2,0,3,6,46,21,25,579.6,12,75.6,88.8,176.4,0,0,0,0,0,176.4
PARTIAL,1,12,4,155.2,155.2,1,2,0,4,46,21,25,579.6,16,50.4,88.8,155.2,1,0,0,0,0,155.2
PARTIAL,1,13,4,165.8,165.8,1,3,0,5,46,21,25,579.6,14,63,88.8,165.8,1,0,0,0,0,165.8
PARTIAL,1,14,4,197.6,197.6,2,0,2,8,46,21,25,579.6,8,100.8,88.8,197.6,1,0,0,0,0,197.6
PARTIAL,1,15,4,155.2,155.2,1,5,0,4,46,21,25,579.6,16,50.4,88.8,155.2,1,0,0,0,0,155.2
PARTIAL,1,16,4,229.4,229.4,2,0,1,11,46,21,25,579.6,2,138.6,88.8,229.4,0,0,0,0,0,229.4
PARTIAL,2,1,3,166.8,385.8,2,0,2,12,60,36,24,420,0,84,88.8,172.8,1,0,2,6,6,166.8
PARTIAL,2,2,3,147.8,337,2,0,1,7,60,36,24,420,10,49,88.8,147.8,0,0,0,0,0,147.8
PARTIAL,2,3,3,134.8,302.6,1,4,0,5,60,36,24,420,14,35,88.8,137.8,1,0,1,3,3,134.8
PARTIAL,2,4,3,137.8,250.6,2,0,3,5,60,36,24,420,14,35,88.8,137.8,0,0,0,0,0,137.8
PARTIAL,2,5,3,137.8,318.4,1,5,0,6,60,36,24,420,12,42,88.8,142.8,1,2,1,3,5,137.8
PARTIAL,2,6,3,149.8,321.6,1,2,0,8,60,36,24,420,8,56,88.8,152.8,1,0,1,3,3,149.8
PARTIAL,2,7,3,134.8,303.6,1,3,0,5,60,36,24,420,14,35,88.8,137.8,1,0,1,3,3,134.8
PARTIAL,2,8,3,164.8,336.6,1,1,0,12,60,36,24,420,0,84,88.8,172.8,1,5,1,3,8,164.8
PARTIAL,2,9,4,164.4,319.6,1,1,0,6,51,31,20,540.6,12,63.6,88.8,164.4,1,0,0,0,0,164.4
PARTIAL,2,10,4,147.2,302.4,1,4,0,4,51,31,20,540.6,16,42.4,88.8,147.2,1,0,0,0,0,147.2
PARTIAL,2,11,4,173,349.4,2,0,3,7,51,31,20,540.6,10,74.2,88.8,173,0,0,0,0,0,173
PARTIAL,2,12,4,147.2,302.4,1,2,0,4,51,31,20,540.6,16,42.4,88.8,147.2,1,0,0,0,0,147.2
PARTIAL,2,13,4,155.8,321.6,1,3,0,5,51,31,20,540.6,14,53,88.8,155.8,1,0,0,0,0,155.8
PARTIAL,2,14,4,181.6,379.2,2,0,2,8,51,31,20,540.6,8,84.8,88.8,181.6,0,0,0,0,0,181.6
PARTIAL,2,15,4,216,371.2,1,5,0,12,51,31,20,540.6,0,127.2,88.8,216,1,0,0,0,0,216
PARTIAL,2,16,4,155.8,385.2,2,0,1,5,51,31,20,540.6,14,53,88.8,155.8,1,0,0,0,0,155.8
PARTIAL,3,1,3,130.2,516,2,0,2,12,47,23,24,573.4,0,146.4,88.8,235.2,1,0,35,105,105,130.2
PARTIAL,3,2,3,184.2,521.2,2,0,1,7,47,23,24,573.4,10,85.4,88.8,184.2,0,0,0,0,0,184.2
PARTIAL,3,3,3,147.6,450.2,1,4,0,4,47,23,24,573.4,16,48.8,88.8,153.6,1,6,0,0,6,147.6
PARTIAL,3,4,3,163.8,414.4,2,0,3,5,47,23,24,573.4,14,61,88.8,163.8,0,0,0,0,0,163.8
PARTIAL,3,5,3,148.6,467,1,5,0,4,47,23,24,573.4,16,48.8,88.8,153.6,1,5,0,0,5,148.6
PARTIAL,3,6,3,175.2,496.8,1,2,0,7,47,23,24,573.4,10,85.4,88.8,184.2,1,0,3,9,9,175.2
PARTIAL,3,7,3,128.6,432.2,1,3,0,4,47,23,24,573.4,16,48.8,88.8,153.6,1,25,0,0,25,128.6
PARTIAL,3,8,3,151.6,488.2,1,1,0,4,47,23,24,573.4,16,48.8,88.8,153.6,1,2,0,0,2,151.6
PARTIAL,3,9,4,130.2,449.8,1,1,0,3,58,28,30,452.4,18,23.4,88.8,130.2,1,0,0,0,0,130.2
PARTIAL,3,10,4,130.2,432.6,1,4,0,3,58,28,30,452.4,18,23.4,88.8,130.2,1,0,0,0,0,130.2
PARTIAL,3,11,4,170.8,520.2,2,0,3,10,58,28,30,452.4,4,78,88.8,170.8,0,0,0,0,0,170.8
PARTIAL,3,12,4,147.6,450,1,2,0,6,58,28,30,452.4,12,46.8,88.8,147.6,1,0,0,0,0,147.6
PARTIAL,3,13,4,147.6,469.2,1,3,0,6,58,28,30,452.4,12,46.8,88.8,147.6,1,0,0,0,0,147.6
PARTIAL,3,14,4,170.8,550,2,0,2,10,58,28,30,452.4,4,78,88.8,170.8,0,0,0,0,0,170.8
PARTIAL,3,15,4,170.8,542,1,5,0,10,58,28,30,452.4,4,78,88.8,170.8,1,0,0,0,0,170.8
PARTIAL,3,16,4,170.8,556,2,0,1,10,58,28,30,452.4,4,78,88.8,170.8,1,0,0,0,0,170.8
PARTIAL,4,1,3,211.2,727.2,2,0,2,12,52,27,25,530.4,0,122.4,88.8,211.2,0,0,0,0,0,211.2
PARTIAL,4,2,3,167.2,688.4,2,0,1,7,52,27,25,530.4,10,71.4,88.8,170.2,1,0,1,3,3,167.2
PARTIAL,4,3,3,142.6,592.8,1,4,0,4,52,27,25,530.4,16,40.8,88.8,145.6,1,0,1,3,3,142.6
PARTIAL,4,4,3,162,576.4,2,0,3,6,52,27,25,530.4,12,61.2,88.8,162,0,0,0,0,0,162
PARTIAL,4,5,3,55.4,522.4,1,5,0,8,52,27,25,530.4,8,81.6,88.8,178.4,1,0,41,123,123,55.4
PARTIAL,4,6,3,167.2,664,1,2,0,7,52,27,25,530.4,10,71.4,88.8,170.2,1,0,1,3,3,167.2
PARTIAL,4,7,3,102.6,534.8,1,3,0,4,52,27,25,530.4,16,40.8,88.8,145.6,1,40,1,3,43,102.6
PARTIAL,4,8,3,140.6,628.8,1,1,0,4,52,27,25,530.4,16,40.8,88.8,145.6,1,5,0,0,5,140.6
PARTIAL,4,9,4,128,577.8,1,1,0,4,63,36,27,365.4,16,23.2,88.8,128,1,0,0,0,0,128
PARTIAL,4,10,4,131.8,564.4,1,4,0,5,63,36,27,365.4,14,29,88.8,131.8,1,0,0,0,0,131.8
PARTIAL,4,11,4,154.6,674.8,2,0,3,11,63,36,27,365.4,2,63.8,88.8,154.6,0,0,0,0,0,154.6
PARTIAL,4,12,4,139.4,589.4,1,2,0,7,63,36,27,365.4,10,40.6,88.8,139.4,1,0,0,0,0,139.4
PARTIAL,4,13,4,143.2,612.4,1,3,0,8,63,36,27,365.4,8,46.4,88.8,143.2,1,0,0,0,0,143.2
PARTIAL,4,14,4,131.8,681.8,2,0,2,5,63,36,27,365.4,14,29,88.8,131.8,1,0,0,0,0,131.8
PARTIAL,4,15,4,158.4,700.4,1,5,0,12,63,36,27,365.4,0,69.6,88.8,158.4,1,0,0,0,0,158.4
PARTIAL,4,16,4,154.6,710.6,2,0,1,11,63,36,27,365.4,2,63.8,88.8,154.6,0,0,0,0,0,154.6
PARTIAL,5,1,3,172.8,900,2,0,2,12,60,29,31,420,0,84,88.8,172.8,0,0,0,0,0,172.8
PARTIAL,5,2,3,172.8,861.2,2,0,1,12,60,29,31,420,0,84,88.8,172.8,1,0,0,0,0,172.8
PARTIAL,5,3,3,157.8,750.6,1,4,0,9,60,29,31,420,6,63,88.8,157.8,1,0,0,0,0,157.8
PARTIAL,5,4,3,147.8,724.2,2,0,3,7,60,29,31,420,10,49,88.8,147.8,0,0,0,0,0,147.8
PARTIAL,5,5,3,132.8,655.2,1,5,0,4,60,29,31,420,16,28,88.8,132.8,1,0,0,0,0,132.8
PARTIAL,5,6,3,147.8,811.8,1,2,0,7,60,29,31,420,10,49,88.8,147.8,1,0,0,0,0,147.8
PARTIAL,5,7,3,132.8,667.6,1,3,0,4,60,29,31,420,16,28,88.8,132.8,1,0,0,0,0,132.8
PARTIAL,5,8,3,137.8,766.6,1,1,0,5,60,29,31,420,14,35,88.8,137.8,1,0,0,0,0,137.8
PARTIAL,5,9,4,181.2,759,1,1,0,6,44,28,16,589.6,12,80.4,88.8,181.2,1,0,0,0,0,181.2
PARTIAL,5,10,4,204,768.4,1,4,0,8,44,28,16,589.6,8,107.2,88.8,204,1,0,0,0,0,204
PARTIAL,5,11,4,192.6,867.4,2,0,3,7,44,28,16,589.6,10,93.8,88.8,192.6,1,0,0,0,0,192.6
PARTIAL,5,12,4,169.8,759.2,1,2,0,5,44,28,16,589.6,14,67,88.8,169.8,1,0,0,0,0,169.8
PARTIAL,5,13,4,181.2,793.6,1,3,0,6,44,28,16,589.6,12,80.4,88.8,181.2,1,0,0,0,0,181.2
PARTIAL,5,14,4,158.4,840.2,2,0,2,4,44,28,16,589.6,16,53.6,88.8,158.4,0,0,0,0,0,158.4
PARTIAL,5,15,4,147,847.4,1,5,0,3,44,28,16,589.6,18,40.2,88.8,147,1,0,0,0,0,147
PARTIAL,5,16,4,169.8,880.4,2,0,1,5,44,28,16,589.6,14,67,88.8,169.8,0,0,0,0,0,169.8
PARTIAL,6,1,3,187.2,1087.2,2,0,2,12,57,27,30,467.4,0,98.4,88.8,187.2,0,0,0,0,0,187.2
PARTIAL,6,2,3,187.2,1048.4,2,0,1,12,57,27,30,467.4,0,98.4,88.8,187.2,1,0,0,0,0,187.2
PARTIAL,6,3,3,156.2,906.8,1,4,0,7,57,27,30,467.4,10,57.4,88.8,156.2,1,0,0,0,0,156.2
PARTIAL,6,4,3,150,874.2,2,0,3,6,57,27,30,467.4,12,49.2,88.8,150,0,0,0,0,0,150
PARTIAL,6,5,3,137.6,792.8,1,5,0,4,57,27,30,467.4,16,32.8,88.8,137.6,1,0,0,0,0,137.6
PARTIAL,6,6,3,162.4,974.2,1,2,0,8,57,27,30,467.4,8,65.6,88.8,162.4,1,0,0,0,0,162.4
PARTIAL,6,7,3,137.6,805.2,1,3,0,4,57,27,30,467.4,16,32.8,88.8,137.6,1,0,0,0,0,137.6
PARTIAL,6,8,3,137.6,904.2,1,1,0,4,57,27,30,467.4,16,32.8,88.8,137.6,1,0,0,0,0,137.6
PARTIAL,6,9,4,166.8,925.8,1,1,0,6,50,29,21,550,12,66,88.8,166.8,1,0,0,0,0,166.8
PARTIAL,6,10,4,175.8,944.2,1,4,0,7,50,29,21,550,10,77,88.8,175.8,1,0,0,0,0,175.8
PARTIAL,6,11,4,184.8,1052.2,2,0,3,8,50,29,21,550,8,88,88.8,184.8,0,0,0,0,0,184.8
PARTIAL,6,12,4,157.8,917,1,2,0,5,50,29,21,550,14,55,88.8,157.8,1,0,0,0,0,157.8
PARTIAL,6,13,4,166.8,960.4,1,3,0,6,50,29,21,550,12,66,88.8,166.8,1,0,0,0,0,166.8
PARTIAL,6,14,4,166.8,1007,2,0,2,6,50,29,21,550,12,66,88.8,166.8,0,0,0,0,0,166.8
PARTIAL,6,15,4,157.8,1005.2,1,5,0,5,50,29,21,550,14,55,88.8,157.8,1,0,0,0,0,157.8
PARTIAL,6,16,4,175.8,1056.2,2,0,1,7,50,29,21,550,10,77,88.8,175.8,1,0,0,0,0,175.8
PARTIAL,7,1,3,211.2,1298.4,2,0,2,12,52,29,23,530.4,0,122.4,88.8,211.2,0,0,0,0,0,211.2
PARTIAL,7,2,3,162,1210.4,2,0,1,6,52,29,23,530.4,12,61.2,88.8,162,0,0,0,0,0,162
PARTIAL,7,3,3,170.2,1077,1,4,0,7,52,29,23,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
PARTIAL,7,4,3,153.8,1028,2,0,3,5,52,29,23,530.4,14,51,88.8,153.8,1,0,0,0,0,153.8
PARTIAL,7,5,3,133.6,926.4,1,5,0,4,52,29,23,530.4,16,40.8,88.8,145.6,1,12,0,0,12,133.6
PARTIAL,7,6,3,170.2,1144.4,1,2,0,7,52,29,23,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
PARTIAL,7,7,3,114.6,919.8,1,3,0,9,52,29,23,530.4,6,91.8,88.8,186.6,1,0,24,72,72,114.6
PARTIAL,7,8,3,117.2,1021.4,1,1,0,2,52,29,23,530.4,20,20.4,88.8,129.2,1,12,0,0,12,117.2
PARTIAL,7,9,4,57.6,983.4,1,1,0,12,84,60,24,-218.4,0,-31.2,88.8,57.6,1,0,0,0,0,57.6
PARTIAL,7,10,4,57.6,1001.8,1,4,0,12,84,60,24,-218.4,0,-31.2,88.8,57.6,1,0,0,0,0,57.6
PARTIAL,7,11,4,66.8,1119,2,0,3,10,84,60,24,-218.4,4,-26,88.8,66.8,0,0,0,0,0,66.8
PARTIAL,7,12,4,56.6,973.6,1,2,0,12,84,60,24,-218.4,0,-31.2,88.8,57.6,1,1,0,0,1,56.6
PARTIAL,7,13,4,56.6,1017,1,3,0,12,84,60,24,-218.4,0,-31.2,88.8,57.6,1,1,0,0,1,56.6
PARTIAL,7,14,4,85.2,1092.2,2,0,2,6,84,60,24,-218.4,12,-15.6,88.8,85.2,0,0,0,0,0,85.2
PARTIAL,7,15,4,55.6,1060.8,1,5,0,12,84,60,24,-218.4,0,-31.2,88.8,57.6,1,2,0,0,2,55.6
PARTIAL,7,16,4,64,1120.2,2,0,1,8,84,60,24,-218.4,8,-20.8,88.8,76,1,0,4,12,12,64
PARTIAL,8,1,3,109.8,1408.2,2,0,2,12,65,34,31,325,0,60,88.8,148.8,1,0,13,39,39,109.8
PARTIAL,8,2,3,148.8,1359.2,2,0,1,12,65,34,31,325,0,60,88.8,148.8,0,0,0,0,0,148.8
PARTIAL,8,3,3,133.8,1210.8,1,4,0,8,65,34,31,325,8,40,88.8,136.8,1,0,1,3,3,133.8
PARTIAL,8,4,3,133.8,1161.8,2,0,3,7,65,34,31,325,10,35,88.8,133.8,0,0,0,0,0,133.8
PARTIAL,8,5,3,128.8,1055.2,1,5,0,7,65,34,31,325,10,35,88.8,133.8,1,2,1,3,5,128.8
PARTIAL,8,6,3,130.8,1275.2,1,2,0,7,65,34,31,325,10,35,88.8,133.8,1,0,1,3,3,130.8
PARTIAL,8,7,3,114.8,1034.6,1,3,0,5,65,34,31,325,14,25,88.8,127.8,1,10,1,3,13,114.8
PARTIAL,8,8,3,128.8,1150.2,1,1,0,7,65,34,31,325,10,35,88.8,133.8,1,5,0,0,5,128.8
PARTIAL,8,9,4,161.8,1145.2,1,1,0,7,55,33,22,495,10,63,88.8,161.8,1,0,0,0,0,161.8
PARTIAL,8,10,4,147.8,1149.6,1,4,0,5,55,33,22,495,14,45,88.8,147.8,1,0,0,0,0,147.8
PARTIAL,8,11,4,163.8,1282.8,2,0,3,9,55,33,22,495,6,81,88.8,175.8,1,0,4,12,12,163.8
PARTIAL,8,12,4,181.8,1155.4,1,2,0,10,55,33,22,495,4,90,88.8,182.8,1,1,0,0,1,181.8
PARTIAL,8,13,4,153.8,1170.8,1,3,0,6,55,33,22,495,12,54,88.8,154.8,1,1,0,0,1,153.8
PARTIAL,8,14,4,168.8,1261,2,0,2,8,55,33,22,495,8,72,88.8,168.8,0,0,0,0,0,168.8
PARTIAL,8,15,4,145.8,1206.6,1,5,0,5,55,33,22,495,14,45,88.8,147.8,1,2,0,0,2,145.8
PARTIAL,8,16,4,147.8,1268,2,0,1,5,55,33,22,495,14,45,88.8,147.8,0,0,0,0,0,147.8
PARTIAL,9,1,3,177.6,1585.8,2,0,2,12,59,30,29,436.6,0,88.8,88.8,177.6,0,0,0,0,0,177.6
PARTIAL,9,2,3,123.6,1482.8,2,0,1,12,59,30,29,436.6,0,88.8,88.8,177.6,1,0,18,54,54,123.6
PARTIAL,9,3,3,145.2,1356,1,4,0,6,59,30,29,436.6,12,44.4,88.8,145.2,1,0,0,0,0,145.2
PARTIAL,9,4,3,139.8,1301.6,2,0,3,5,59,30,29,436.6,14,37,88.8,139.8,0,0,0,0,0,139.8
PARTIAL,9,5,3,139.8,1195,1,5,0,5,59,30,29,436.6,14,37,88.8,139.8,1,0,0,0,0,139.8
PARTIAL,9,6,3,46.8,1322,1,2,0,10,59,30,29,436.6,4,74,88.8,166.8,1,0,40,120,120,46.8
PARTIAL,9,7,3,89.8,1124.4,1,3,0,5,59,30,29,436.6,14,37,88.8,139.8,1,50,0,0,50,89.8
PARTIAL,9,8,3,126.4,1276.6,1,1,0,4,59,30,29,436.6,16,29.6,88.8,134.4,1,8,0,0,8,126.4
PARTIAL,9,9,4,164.6,1309.8,1,1,0,7,54,34,20,507.6,10,65.8,88.8,164.6,1,0,0,0,0,164.6
PARTIAL,9,10,4,172,1321.6,1,4,0,8,54,34,20,507.6,8,75.2,88.8,172,1,0,0,0,0,172
PARTIAL,9,11,4,159.8,1442.6,2,0,3,10,54,34,20,507.6,4,94,88.8,186.8,1,0,9,27,27,159.8
PARTIAL,9,12,4,163.6,1319,1,2,0,7,54,34,20,507.6,10,65.8,88.8,164.6,1,1,0,0,1,163.6
PARTIAL,9,13,4,156.2,1327,1,3,0,6,54,34,20,507.6,12,56.4,88.8,157.2,1,1,0,0,1,156.2
PARTIAL,9,14,4,149.8,1410.8,2,0,2,5,54,34,20,507.6,14,47,88.8,149.8,0,0,0,0,0,149.8
